account_id,sap_cd,account_nm_cn,store_cd,店仓名称,매장인원수,임차료 ,수수료율,인테리어,평균급여,보험율, bonus(매출기준%),Store Area,Open date,Closed date,Open Month,Amortization end Month,Closed Month,Store Type,Trade Zone ,Remodeling Date,Remodeling end Month
D020,8000011,江西朝明潮贸易有限公司,CN5714,ML 南昌 中山路天虹百货,5,"83,466.19",0.2,"22,916.67",4000,0.2,0.03,138,2022-08-12,,202208,202408,,FP,F3,,202408
D014,8000006,重庆渲格商贸有限公司,CN5712,ML 重庆 佛罗伦萨奥莱 FO,5,"38,000.00",0.1,"20,833.33","1,600.00",0.3,0.04,185,2022-07-30,,202207,202407,,FO,O1,,202407
D012,8000007,杭州宇振商业有限公司,CN5711,ML 温州 瓯海银泰百货 FO,5,"104,115.58",0.2,"20,833.33","2,881.99",0.3,0.04,231,2022-07-23,,202207,202407,,FO,O3,,202407
D027,8000003,常春藤(广州)投资有限公司,CN5710,ML 佛山 南海万达,5,"55,867.02",0,"27,515.28","3,425.79",0.24,0.04,170,2022-07-21,,202207,202407,,FP,F3,,202407
D012,8000007,杭州宇振商业有限公司,CN5709,ML 杭州 未来科技城万达,3,"44,925.60",0,"22,916.67","4,218.95",0.14,0.04,169,2022-07-26,,202207,202407,,FP,F4,,202407
D012,8000007,杭州宇振商业有限公司,CN5708,ML 马鞍山 万达,7,"59,400.00",0,"22,916.67","5,785.43",0.1,0.02,157,2022-07-16,,202207,202407,,FP,F4,,202407
D001,8000015,上海凌博商贸有限公司,CN5706,ML 滁州 苏宁,6,"60,791.25",0.13,"22,916.67","4,837.29",0.22,0.03,172,2022-06-28,,202206,202406,,FP,F3,2025-11-26,202711
D012,8000007,杭州宇振商业有限公司,CN5704,ML 台州 椒江宝龙城,3,"39,421.80",0,"22,916.67","3,778.36",0.19,0.04,172,2022-06-24,,202206,202406,,FP,F4,,202406
D003,8000014,依梵(上海)品牌管理有限公司,CN5703,ML 苏州 吴江万象汇,7,"67,527.00",0.17,"29,141.00",5500,0.19,0.04,134,2022-06-15,,202206,202406,,FP,F2,,202406
D073,8000413,山东德峻丰品牌管理有限公司,CN5700,MK 烟台 振华,4,"23,579.02",0.19,,"4,900.00",0.15,0.04,126,2022-07-01,,202207,202406,,FP,F2,,202406
D001,8000015,上海凌博商贸有限公司,CN5699,MK 苏州 张家港曼巴特,3,"24,000.00",0.15,,"6,000.00",0.2,0.03,90,2022-06-27,,202206,202406,,FP,F2,,202406
D048,8000181,长沙市珀御商贸有限公司,CN5696,MK 长沙 IFS,3,  ,0.2,,"7,500.00",0.25,0.05,103,2022-12-08,,202212,202412,,FP,F1,,202412
D019,8000005,厦门时韫商贸有限公司,CN5695,MK 厦门 SM,4,  ,0.17,,"7,000.00",0.2,0.03,90,2022-08-19,,202208,202408,,FP,F2,,202408
D001,8000015,上海凌博商贸有限公司,CN5694,MK 常州 武进吾悦,3,"35,000.00",0.15,,"5,500.00",0.2,0.03,109,2022-07-31,,202207,202407,,FP,F2,,202407
D008,8000027,沈阳固孚固贸易有限公司,CN5691,MK 大连 恒隆,4,"31,123.00",0.1,,"4,897.00",0.25,0.04,127,2022-06-24,,202206,202406,,FP,F1,,202406
D005,8000029,西安纳霁动力商贸有限公司,CN5687,MK 西安 赛格国际,4,"114,000.00",0.25,"23,000.00",4000,0.15,0.04,70,2023-03-11,,202303,202503,,FP,F1,2024-07-10,202607
D073,8000413,山东德峻丰品牌管理有限公司,CN5685,ML 济南 首创奥莱 FO,12,"116,018.20",0.13,"40,000.00","4,000.00",0.26,0.04,365,2022-07-08,,202207,202407,,FO,O1,2025-05-01,202705
D001,8000015,上海凌博商贸有限公司,CN5683,MK 南京 江北砂之船奥莱 FO,3,  ,0.13,,"6,000.00",0.2,0.03,109,2022-12-18,,202212,202412,,FO,O3,,202412
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5679,ML 海口 万象城,7,"88,640.00",0.16,"27,083.33","4,277.48",0.26,0.04,253,2022-06-26,,202206,202406,,FP,F1,2025-08-16,202708
D025,8000018,华初壹通国际贸易有限公司,CN5677,ML 唐山 爱琴海,6,"68,095.00",0,"32,500.00","4,000.00",0.28,0.04,135,2022-06-20,,202206,202406,,FP,F3,2025-09-21,202709
D073,8000413,山东德峻丰品牌管理有限公司,CN5676,ML 青岛 利达茂,5,"80,000.00",0.12,"20,000.00","3,800.00",0.26,0.04,137,2022-07-15,2023-05-10,202207,202407,202305,FP,F2,,202407
D023,8000017,沈阳瑞元禾商贸有限公司,CN5675,ML 通化 欧亚购物中心,6,"30,000.00",0.15,"14,000.00",4800,0.25,0.04,174,2022-07-07,,202207,202407,,FP,F3,2023-12-29,202512
D008,8000027,沈阳固孚固贸易有限公司,CN5673,ML 鞍山 万象汇,8,"63,800.00",0,"28,000.00","4,400.00",0.26,0.04,148,2022-06-18,,202206,202406,,FP,F2,2025-05-23,202705
D011,8000009,成都市宝康服饰商贸有限公司,CN5669,ML 成都 佛罗伦萨奥莱二店 FO,8,"123,000.00",0.14,"35,670.00","6,900.00",0.23,0.03,157,2022-06-18,,202206,202406,,FO,O1,2024-07-20,202607
D001,8000015,上海凌博商贸有限公司,CN5667,ML 镇江 丹阳吾悦 FO,5,"38,590.59",0,"20,833.33","5,076.28",0.26,0.03,169,2022-05-31,,202205,202405,,FO,O3,,202405
D049,8000183,北京鑫聚盛业服装服饰有限公司,CN5666,ML 北京 顺义华联,6,"94,535.00",0.158,"37,000.00",5500,0.32,0.04,118,2022-06-01,,202206,202405,,FP,F3,,202405
D021,8000023,山西凌皓国际贸易有限公司,CN5665,ML 太原 柳巷茂业,7,"41,664.83",0,"40,000.00","4,200.00",0.28,0.02,130,2022-06-01,,202206,202405,,FP,F3,,202405
D025,8000018,华初壹通国际贸易有限公司,CN5663,ML 石家庄 北国奥莱 FO,7,"119,608.09",0.13,"17,500.00","4,000.00",0.28,0.04,103,2022-05-18,,202205,202405,,FO,O1,,202405
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5662,ML 哈尔滨 红博中央公园-B2F,6,"54,308.33",0,"27,000.00","4,500.00",0.26,0.04,240,2022-06-25,,202206,202406,,FP,F3,,202406
D021,8000023,山西凌皓国际贸易有限公司,CN5661,ML 西宁 力盟国芳,8,"67,500.00",0.15,"34,166.67","4,400.00",0.28,0.01,146,2022-06-25,,202206,202406,,FP,F3,2025-10-01,202710
D016,8000026,武汉摩顶贸易有限公司,CN5660,ML 荆门 东方,6,"78,283.65",0.16,"40,000.00","4,800.00",0.28,0.04,219,2022-06-02,,202206,202406,,FP,F3,,202406
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5659,ML 大庆 萨尔图万达,6,"116,517.16",0,"25,000.00","4,500.00",0.26,0.04,188,2022-06-11,,202206,202406,,FP,F2,,202406
D005,8000029,西安纳霁动力商贸有限公司,CN5658,ML 西安 熙地港,7,"127,400.00",0,"29,000.00",4000,0.25,0.04,153,2022-06-18,,202206,202406,,FP,F2,2025-09-04,202709
D021,8000023,山西凌皓国际贸易有限公司,CN5657,ML 大同 平城云中百盛,7,"32,704.00",0.19,"40,000.00","4,200.00",0.28,0.01,175,2022-06-15,,202206,202406,,FP,F4,,202406
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5656,ML 大庆 让胡路万达,6,"48,588.84",0,"21,000.00","4,500.00",0.26,0.04,147,2022-06-01,,202206,202405,,FP,F3,,202405
D021,8000023,山西凌皓国际贸易有限公司,CN5655,ML 吕梁 宏泰,8,"54,871.67",0.1,"37,500.00","4,200.00",0.28,0.03,154,2022-06-03,,202206,202406,,FP,F3,,202406
D028,8000004,厦门百轮服饰有限公司,CN5654,ML 福州 万象城,8,"104,000.00",0,"27,083.33",5000,0.21,0.03,157,2022-06-18,,202206,202406,,FP,F2,,202406
D063,8000270,南宁市菲诺电子科技有限公司,CN5651,ML 柳州 城中万达,4,"39,200.52",0.12,"22,916.67","5,545.79",0.18,0.04,246,2022-05-28,,202205,202405,,FP,F3,,202405
D019,8000005,厦门时韫商贸有限公司,CN5649,ML 龙岩 万宝,6,"60,795.00",0,"22,916.67","4,915.68",0.19,0.03,197,2022-04-30,,202204,202404,,FP,F3,,202404
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5643,ML 哈尔滨 双城百悦城,6,"62,645",0,"21,000.00","4,500.00",0.26,0.04,177,2022-06-18,,202206,202406,,FP,F3,,202406
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5642,MM 儋州 海花岛奥莱 FO,8,"15,890.00",0.07,"20,833.33","3,072.77",0.26,0.03,430,2022-05-31,,202205,202405,,FO,O3,,202405
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5641,ML 哈尔滨 达仁印象城,6,"35,770.00",0,"21,000.00","4,500.00",0.26,0.04,225,2022-06-03,,202206,202406,,FP,F3,,202406
D002,8000028,河南金安芯商贸有限公司,CN5640,ML 焦作 万达,8,"75,684.00",0,"40,000.00","4,100.00",0.28,0.04,207,2022-05-01,,202205,202404,,FP,F3,,202404
D025,8000018,华初壹通国际贸易有限公司,CN5639,ML 邢台 北国商厦,7,"85,792.58",0.15,"40,000.00","4,000.00",0.28,0.04,179,2022-05-12,,202205,202405,,FP,F2,,202405
D005,8000029,西安纳霁动力商贸有限公司,CN5638,ML 宝鸡 银泰城,6,"60,000.00",0.15,"21,000.00",4000,0.25,0.04,184,2022-05-15,,202205,202405,,FP,F3,,202405
D008,8000027,沈阳固孚固贸易有限公司,CN5636,ML 沈阳 太原街万达,14,"209,982.17",0,"54,000.00","4,400.00",0.26,0.04,332,2022-05-14,,202205,202405,,FP,F2,2024-05-15,202605
D001,8000015,上海凌博商贸有限公司,CN5614,MK 淮安 新亚,3,  ,0.1,,"5,500.00",0.2,0.03,98,2022-05-08,,202205,202405,,FP,F3,,202405
D012,8000007,杭州宇振商业有限公司,CN5622,MK 绍兴 银泰城,3,  ,0.18,,"6,529.00",0.19,0.04,90,2022-04-30,,202204,202404,,FP,F2,,202404
D012,8000007,杭州宇振商业有限公司,CN5616,MK 嘉兴 八佰伴,3,  ,0.17,"12,500.00","6,529.00",0.16,0.04,92,2022-05-15,,202205,202405,,FP,F1,,202405
D012,8000007,杭州宇振商业有限公司,CN5619,MK 湖州 浙北大厦,3,  ,0.17,,"6,529.00",0.18,0.04,70,2022-06-17,,202206,202406,,FP,F2,,202406
D021,8000023,山西凌皓国际贸易有限公司,CN5618,MK 太原 王府井,4,  ,0,,"6,500.00",0.25,0.05,87,2022-05-21,,202205,202405,,FP,F1,,202405
D016,8000026,武汉摩顶贸易有限公司,CN5625,MK 武汉 武商梦时代,5,  ,0.17,,"3,917.00",0.15,0.02,115,2022-11-09,,202211,202411,,FP,F1,,202411
D016,8000026,武汉摩顶贸易有限公司,CN5613,MK 武汉 万象城,5,"51,000.00",0.18,,"3,917.00",0.15,0.02,94,2022-05-01,,202205,202404,,FP,F2,,202404
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5627,MK 海口 万象城,,  ,0,,,,,120,2022-06-26,,202206,202406,,FP,F2,,202406
D008,8000027,沈阳固孚固贸易有限公司,CN5634,ML 大连 锦辉,8,"40,000.00",0.17,"44,000.00","4,400.00",0.26,0.04,212,2024-09-08,,202409,202609,,FP,F3,,202609
D028,8000004,厦门百轮服饰有限公司,CN5592,ML 泉州 晋江SM,8,"100,276.80",0,"22,916.67",5000,0.21,0.03,168,2022-05-20,,202205,202405,,FP,F3,,202405
D019,8000005,厦门时韫商贸有限公司,CN5583,ML 厦门 SM百货,6,"69,416.00",0.17,"22,076.79","4,972.79",0.19,0.03,197,2022-04-23,,202204,202404,,FP,F2,2022-08-04,202408
D027,8000003,常春藤(广州)投资有限公司,CN5600,ML 深圳 万丰海岸城,4,"28,092.00",0.1,"31,200.00","5,019.81",0.24,0.04,184,2024-07-13,,202407,202607,,FP,F3,,202607
D012,8000007,杭州宇振商业有限公司,CN5602,ML 合肥 包河万达,7,"100,200.00",0,"22,916.67","6,886.12",0.12,0.02,151,2022-05-01,,202205,202404,,FP,F3,,202404
D016,8000026,武汉摩顶贸易有限公司,CN5581,ML 武汉 万象城,7,"83,520.00",0.16,"40,000.00","4,800.00",0.28,0.04,193,2022-05-01,,202205,202404,,FP,F1,2025-10-01,202710
D001,8000015,上海凌博商贸有限公司,CN5596,ML 南京 汤山百联奥莱 FO,9,"77,100.11",0.14,"36,192.53","5,197.91",0.2,0.03,253,2022-04-30,,202204,202404,,FO,O1,2025-09-13,202709
D001,8000015,上海凌博商贸有限公司,CN5599,ML 南京 江宁万达,5,"54,964.98",0,"22,916.67","5,211.87",0.25,0.03,197,2022-04-30,,202204,202404,,FP,F4,,202404
D001,8000015,上海凌博商贸有限公司,CN5603,ML 南京 弘阳,7,"64,180.18",0.09,"49,382.04","5,608.12",0.22,0.03,211,2022-04-27,,202204,202404,,FP,F2,2025-07-12,202707
D001,8000015,上海凌博商贸有限公司,CN5594,ML 常州 九洲新世界,5,"18,711.51",0.1,"22,916.67","3,557.30",0.27,0.03,267,2022-04-29,,202204,202404,,FP,F4,,202404
D001,8000015,上海凌博商贸有限公司,CN5607,ML 南通 通州万达,6,"53,045.61",0,"22,916.67","5,196.35",0.24,0.03,213,2022-05-24,,202205,202405,,FP,F3,,202405
D019,8000005,厦门时韫商贸有限公司,CN5585,ML 宁德 万达,7,"112,904.00",0,"22,916.67","4,080.49",0.22,0.03,165,2022-05-15,,202205,202405,,FP,F3,,202405
D008,8000027,沈阳固孚固贸易有限公司,CN5578,ML 沈阳 皇姑万象汇,8,"55,554.00",0,"37,000.00","4,400.00",0.26,0.04,163,2022-05-20,,202205,202405,,FP,F2,2025-07-01,202707
D019,8000005,厦门时韫商贸有限公司,CN5586,ML 泉州 晋江万达,7,"100,301.00",0,"32,400.00","4,959.55",0.17,0.03,153,2022-05-21,,202205,202405,,FP,F2,2025-05-31,202705
D019,8000005,厦门时韫商贸有限公司,CN5582,ML 厦门 湖里万达,6,"119,627.00",0,"22,916.67","4,243.37",0.22,0.03,172,2022-04-03,,202204,202404,,FP,F3,2022-04-03,202404
D003,8000014,依梵(上海)品牌管理有限公司,CN5258,ML 上海 闵行龙湖天街,6,"72,491.00",0.2,"50,442.00",5500,0.21,0.04,175,2022-07-15,,202207,202407,,FP,F2,,202407
D011,8000009,成都市宝康服饰商贸有限公司,CN5593,ML 成都 新光天地,4,"25,587.86",0.11,"33,000.00","5,900.00",0.27,0.03,190,2022-09-30,,202209,202409,,FP,F4,,202409
D029,8000019,北京嘉尚国际时装有限公司,CN5577,ML 天津 水游城,6,"51,000.00",0.12,"40,000.00","5,000.00",0.3,0.03,134,2022-04-16,,202204,202404,,FP,F3,,202404
D012,8000007,杭州宇振商业有限公司,CN5609,ML 衢州 万达,3,"52,341.60",0,"22,916.67","3,585.19",0.15,0.04,186,2022-05-01,,202205,202404,,FP,F4,,202404
D027,8000003,常春藤(广州)投资有限公司,CN5605,MK 广州 天河城,4,"80,262.00",0.16,"210,000.00","8,500.00",0.18,0.06,63,2022-12-02,,202212,202412,,FP,F1,,202412
D027,8000003,常春藤(广州)投资有限公司,CN5604,ML 广州 丽影广场,5,"46,192.70",0.14,"33,541.67","2,962.94",0.24,0.04,150,2022-05-01,,202205,202404,,FP,F3,,202404
D014,8000006,重庆渲格商贸有限公司,CN5589,ML 重庆 U城天街,4,"60,000.00",0.16,"22,916.67","1,600.00",0.3,0.04,164,2022-04-13,,202204,202404,,FP,F3,,202404
D027,8000003,常春藤(广州)投资有限公司,CN5598,ML 揭阳 普宁万泰汇,5,"9,075.00",0.13,"34,375.00","3,822.70",0.24,0.04,140,2022-04-23,,202204,202404,,FP,F3,,202404
D027,8000003,常春藤(广州)投资有限公司,CN5597,ML 东莞 常平翔龙天地广场,6,"45,116.00",0.12,"31,866.67","2,886.30",0.24,0.04,200,2022-04-30,,202204,202404,,FP,F3,,202404
D026,8000001,深圳市普洛狮贸易有限公司,CN5590,ML 湛江 鼎盛广场,5,"91,642.93",0.15,"39,666.67","5,239.94",0.1,0.03,177,2022-05-01,,202205,202404,,FP,F3,,202404
D021,8000023,山西凌皓国际贸易有限公司,CN5579,ML 大同 万达,12,"70,664.75",0,"39,583.33","4,200.00",0.28,0.02,152,2022-04-02,,202204,202404,,FP,F2,2025-07-21,202707
D001,8000015,上海凌博商贸有限公司,CN5608,ML 淮安 吾悦,5,"19,942.22",0,"22,916.67","4,132.33",0.26,0.03,376,2022-04-29,,202204,202404,,FP,F4,,202404
D002,8000028,河南金安芯商贸有限公司,CN5576,ML 郑州 熙地港,6,"91,818.00",0.17,"31,875.00","4,100.00",0.28,0.04,134,2022-04-03,,202204,202404,,FP,F3,,202404
D002,8000028,河南金安芯商贸有限公司,CN5580,ML 周口 万顺达,7,"101,581.21",0.17,"31,250.00","4,100.00",0.28,0.04,135,2022-06-26,,202206,202406,,FP,F3,,202406
D012,8000007,杭州宇振商业有限公司,CN5552,ML 绍兴 柯桥万达,4,"145,678.00",0,"22,916.67","3,659.87",0.25,0.04,189,2022-04-01,,202204,202403,,FP,F3,,202403
D001,8000015,上海凌博商贸有限公司,CN5557,ML 南京 万象天地,6,"95,480.00",0.18,"47,506.80","4,923.16",0.23,0.03,195,2022-09-30,,202209,202409,,FP,F1,2025-11-15,202711
D001,8000015,上海凌博商贸有限公司,CN5558,ML 南京 新百,7,"113,756.88",0.27,"27,083.33","5,755.29",0.23,0.03,139,2022-10-01,,202210,202409,,FP,F2,,202409
D003,8000014,依梵(上海)品牌管理有限公司,CN5559,MM 苏州 大悦春风里,8,"174,598.00",0.16,"27,873.50",5500,0.19,0.04,230,2022-06-01,,202206,202405,,FP,F2,2025-04-02,202704
D014,8000006,重庆渲格商贸有限公司,CN5564,ML 贵阳 砂之船奥莱 FO,6,"154,106.77",0.17,"28,691.38","1,875.00",0.3,0.04,183,2022-04-02,,202204,202404,,FO,O2,,202404
D016,8000026,武汉摩顶贸易有限公司,CN5565,ML 襄阳 高新万达,7,"101,248.00",0,"40,000.00","4,800.00",0.28,0.04,169,2022-03-26,,202203,202403,,FP,F3,,202403
D027,8000003,常春藤(广州)投资有限公司,CN5546,ML 东莞 东城万达,6,"76,824.95",0.12,"32,313.33","3,190.08",0.24,0.04,197,2022-04-20,,202204,202404,,FP,F3,,202404
D022,8000021,新疆莘三石商贸有限公司,CN5567,ML 石河子 万达,6,"41,424.45",0,"28,000.00","4,400.00",0.26,0.04,229,2022-04-01,,202204,202403,,FP,F4,,202403
D014,8000006,重庆渲格商贸有限公司,CN5562,ML 重庆 协信星光时代广场,4,"60,000.00",0.14,"22,916.67","1,600.00",0.3,0.04,175,2022-04-03,,202204,202404,,FP,F3,,202404
D072,8000385,云南恒磐商贸有限公司,CN5574,MK 昆明 恒隆,4,"48,939.60",0,,"4,500.00",0.15,0.05,61,2022-03-25,,202203,202403,,FP,F1,,202403
D022,8000021,新疆莘三石商贸有限公司,CN5571,ML 伊犁哈萨克自治州 悦桐,6,"90,324.40",0,"28,000.00","4,400.00",0.26,0.04,186,2022-04-03,,202204,202404,,FP,F3,,202404
D029,8000019,北京嘉尚国际时装有限公司,CN5572,ML 天津 天河城,10,"129,600.00",0.15,"40,000.00","5,000.00",0.3,0.04,181,2022-04-09,,202204,202404,,FP,F2,,202404
D029,8000019,北京嘉尚国际时装有限公司,CN5570,ML 天津 爱琴海,8,"80,000.00",0.13,"40,000.00","5,000.00",0.3,0.03,161,2022-04-23,,202204,202404,,FP,F3,,202404
D001,8000015,上海凌博商贸有限公司,CN5553,ML 上海 凯德虹口商业中心,5,"48,785.75",0,"22,916.67","6,375.62",0.27,0.03,161,2022-03-05,2025-08-31,202203,202403,202508,FP,F4,,202403
D011,8000009,成都市宝康服饰商贸有限公司,CN5548,ML 凉山彝族自治州 西昌达达春天百货,4,"50,637.03",0.13,"37,500.00","5,900.00",0.27,0.03,217,2022-04-01,,202204,202403,,FP,F3,,202403
D011,8000009,成都市宝康服饰商贸有限公司,CN5547,ML 成都 金牛凯德,5,"56,287.50",0.14,"30,611.11","5,900.00",0.27,0.03,161,2022-04-29,,202204,202404,,FP,F2,2025-07-24,202707
D048,8000181,长沙市珀御商贸有限公司,CN5560,ML 长沙 砂之船奥莱一期 FO,9,"130,583.02",0.11,"40,000.00","4,000.00",0.24,0.04,276,2022-03-18,,202203,202403,,FO,O1,,202403
D020,8000011,江西朝明潮贸易有限公司,CN5549,ML 抚州 硕果时代,8,"33,660.00",0.142,"22,916.67",4000,0.2,0.03,170,2022-05-14,,202205,202405,,FP,F3,,202405
D001,8000015,上海凌博商贸有限公司,CN5554,ML 镇江 丹阳八佰伴,5,"33,958.14",0.14,"22,916.67","4,767.69",0.25,0.03,197,2022-03-18,,202203,202403,,FP,F3,,202403
D049,8000183,北京鑫聚盛业服装服饰有限公司,CN5569,ML 北京 八达岭奥莱 FO,15,"364,951.00",0.18,"24,833.33",5500,0.32,0.04,121,2022-04-03,,202204,202404,,FO,O1,2025-04-03,202704
D023,8000017,沈阳瑞元禾商贸有限公司,CN5573,ML 长春 赛特奥莱 FO,13,"150,000.00",0.13,"17,000.00",4800,0.25,0.04,281,2022-06-14,,202206,202406,,FO,O1,,202406
D001,8000015,上海凌博商贸有限公司,CN5555,ML 合肥 庐阳万象汇,6,"45,201.62",0.16,"22,916.67","4,249.04",0.23,0.03,168,2022-04-26,,202204,202404,,FP,F3,,202404
D063,8000270,南宁市菲诺电子科技有限公司,CN5550,ML 北海 万达,6,"60,191.25",0,"37,625.00","6,289.66",0.15,0.01,282,2022-03-26,,202203,202403,,FP,F3,2025-09-27,202709
D027,8000003,常春藤(广州)投资有限公司,CN5545,ML 广州 天河城,6,"367,686.00",0.16,"57,000.00","3,818.85",0.24,0.04,124,2022-04-01,,202204,202403,,FP,F2,2025-09-30,202709
D028,8000004,厦门百轮服饰有限公司,CN5575,ML 福州 仓山万达 FO,8,"105,019",0,"20,833.33",5000,0.21,0.03,157,2022-04-03,,202204,202404,,FO,O3,,202404
D023,8000017,沈阳瑞元禾商贸有限公司,CN5427,MK 长春 欧亚商都,3,"31,890.00",0.18,0,"6,529.00",0.22,0.03,105,2021-11-03,,202111,202311,,FP,F3,,202311
D008,8000027,沈阳固孚固贸易有限公司,CN5449,MK 沈阳 中兴大厦,4,"39,380.00",0.22,,"4,897.00",0.25,0.17,78.4,2021-10-30,,202110,202310,,FP,F2,,202310
D028,8000004,厦门百轮服饰有限公司,CN5353,MK 福州 东百A馆,,  ,0,,5000,,,72,2021-10-01,,202110,202310,,FP,F3,,202310
D002,8000028,河南金安芯商贸有限公司,CN5350,MK 郑州 丹尼斯大卫城,4,  ,,,"7,000.00",0.25,0.05,86.7,2021-09-10,,202109,202309,,FP,F1,,202309
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5354,MK 哈尔滨 西城红场,4,"19,920.00",0,,"4,897.35",0.25,0.03,72.04,2021-09-26,,202109,202309,,FP,F1,2024-11-16,202611
D019,8000005,厦门时韫商贸有限公司,CN5352,MK 厦门 万象城,5,"69,000.00",0.17,"14,583.00","8,000.00",0.18,0.04,107,2021-10-23,,202110,202310,,FP,F1,2022-07-08,202407
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5349,MK 海口 友谊阳光城,4,"16,584.00",,,"4,897.35",0.25,0.03,106,2021-09-25,,202109,202309,,FP,F2,,202309
D014,8000006,重庆渲格商贸有限公司,CN5232,MK 重庆 万象城,4,"67,833.00",0.19,,"6,000.00",0.16,0.08,95,2021-08-06,,202108,202308,,FP,F2,2023-09-30,202509
D009,8000013,南宁市米雷商贸有限责任公司,CN5534,MK 南宁 会展航洋城,,  ,0,,,,,64,2021-12-31,2023-03-28,202112,202312,202303,FP,F2,,202312
D072,8000385,云南恒磐商贸有限公司,CN5267,MK 昆明 百盛,4,  ,0.26,,"4,500.00",0.15,0.05,59,2021-07-17,,202107,202307,,FP,F3,,202307
D003,8000014,依梵(上海)品牌管理有限公司,CN5261,MK 无锡 大东方,3,  ,0.25,,"6,500.00",0.25,0.04,99,2021-07-10,,202107,202307,,FP,F2,2023-08-25,202508
D001,8000015,上海凌博商贸有限公司,CN5475,MK 南京 新城市广场,3,"15,000.00",0,,"5,500.00",0.2,0.04,129,2021-12-08,2022-10-31,202112,202312,202210,FP,F2,,202312
D004,8000030,哈尔滨麟嘉商贸有限公司,CN5221,MK 哈尔滨 远大,4,  ,0.18,,"4,897.35",0.26,0.03,52,2021-06-01,,202106,202306,,FP,F1,,202306
D001,8000015,上海凌博商贸有限公司,CN5537,MM 徐州 苏宁,11,"151,886.22",0.19,"27,083.33","4,177.90",0.24,0.03,395,2022-01-25,,202201,202401,,FP,F2,2025-11-27,202711
D012,8000007,杭州宇振商业有限公司,CN5372,ML 马鞍山 金鹰,9,"107,138.81",0.18,"27,083.33","6,376.61",0.12,0.02,137,2021-09-11,,202109,202309,,FP,F2,,202309
D003,8000014,依梵(上海)品牌管理有限公司,CN5369,ML 苏州 吴江砂之船奥莱 FO,5,"30,041.00",0.12,"41,960.00",5500,0.2,0.04,216,2021-09-19,,202109,202309,,FO,O2,,202309
D003,8000014,依梵(上海)品牌管理有限公司,CN5367,ML 无锡 江阴八佰伴,5,"95,735.00",0.2,"27,083.33",5500,0.18,0.04,112.22,2021-09-10,,202109,202309,,FP,F3,,202309
D003,8000014,依梵(上海)品牌管理有限公司,CN5366,ML 无锡 宜兴八佰伴,9,"187,526.00",0.16,"27,083.33",5500,0.16,0.04,207.59,2021-09-05,,202109,202309,,FP,F2,2025-07-02,202707
D003,8000014,依梵(上海)品牌管理有限公司,CN5365,MM 上海 江桥万达,7,"276,572.00",0,"51,311.50",5500,0.21,0.04,251.06,2021-09-04,,202109,202309,,FP,F2,,202309
D001,8000015,上海凌博商贸有限公司,CN5364,ML 上海 百联南方购物中心,5,"48,785.75",0.2,"22,916.67","6,375.62",0.26,0.03,196,2021-10-01,,202110,202310,,FP,F4,,202310
D001,8000015,上海凌博商贸有限公司,CN5363,ML 常熟 八佰伴,6,"45,800.20",0.16,"22,916.67","4,844.32",0.25,0.03,166,2021-10-01,,202110,202310,,FP,F3,,202310
D001,8000015,上海凌博商贸有限公司,CN5361,ML 泰州 茂业天地,8,"123,249.14",0.16,"42,083.83","6,267.08",0.25,0.03,220,2021-12-12,2022-08-31,202112,202312,202208,FP,F2,,202312
D001,8000015,上海凌博商贸有限公司,CN5360,ML 徐州 万科,7,"69,897.97",0.23,"27,083.33","7,480.00",0.25,0.03,205,2021-11-11,2022-08-31,202111,202311,202208,FP,F2,,202311
D001,8000015,上海凌博商贸有限公司,CN5357,ML 上海 打浦桥日月光,6,"53,770.67",0,"22,916.67","5,571.81",0.28,0.03,163,2021-09-24,2025-10-09,202109,202309,202510,FP,F3,2024-07-27,202607
D014,8000006,重庆渲格商贸有限公司,CN5355,ML 重庆 世纪新都,4,"63,178.92",0.22,"22,916.67","1,600.00",0.3,0.04,101.62,2021-09-10,,202109,202309,,FP,F3,,202309
D027,8000003,常春藤(广州)投资有限公司,CN5471,ML 东莞 汇一城,11,"107,024.40",0.13,"42,802.53","3,075.93",0.24,0.04,303,2021-12-04,,202112,202312,,FP,F2,2024-09-30,202609
D032,8000002,深圳有盈贸易有限公司,CN5469,ML 深圳 龙岗万科,9,"107,000.00",0.12,"31,098.90","5,215.70",0.25,0.04,168,2021-11-27,,202111,202311,,FP,F2,2023-12-25,202512
D026,8000001,深圳市普洛狮贸易有限公司,CN5462,ML 深圳 中航君尚,8,"78,540.00",0.15,"37,500.00","9,000.91",0.06,0.03,239,2021-11-19,,202111,202311,,FP,F2,,202311
D003,8000014,依梵(上海)品牌管理有限公司,CN5445,ML 上海 松江印象城,6,"98,557.00",0.18,"40,582.00",5500,0.21,0.04,235,2021-11-21,,202111,202311,,FP,F2,2025-07-19,202707
