account_id,sap_cd,account_nm_cn,store_cd,店仓名称,매장인원수,임차료 ,수수료율,인테리어,평균급여,보험율, bonus(매출기준%),Store Area,Open date,Closed date,Open Month,Amortization end Month,Closed Month,Store Type,Trade Zone ,Remodeling Date,Remodeling end Month
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6505,MK 哈尔滨 枫叶小镇二店 FO,13,"20,000.00",0.11,"6,000.00","6,000.00",0.23,0.13,90,2026-04-30,,202604,202804,,FO,O2,,202804
D005,8000029,西安纳霁动力商贸有限公司,CN6502,ML 西安 CCBD万象城,6,"120,000.00",0.2,"30,000.00",4000,0.25,0.04,165,2026-01-20,,202601,202801,,FP,F2,,202801
D048,8000181,长沙市珀御商贸有限公司,CN6500,ML 张家界 奇峰广场,5,"68,000.00",0,"38,888.89","6,000.00",0.2,0.04,182,2026-01-01,,202601,202801,,FP,F3,,202801
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6499,ML 伊春 大商百货大楼,5,"45,000.00",0.15,"17,000.00","4,500.00",0.26,0.04,182,2025-12-24,,202512,202712,,FP,F3,,202712
D001,8000015,上海凌博商贸有限公司,CN6496,ML 南通 万象城 （新）,7,"168,210.38",0,"27,083.33","5,211.59",0.25,0.03,163,2026-01-01,,202601,202801,,FP,F1,,202801
D073,8000413,山东德峻丰品牌管理有限公司,CN6495,ML 烟台 龙口 嘉元保利广场,6,"58,880.00",0,"35,848.04","7,915.00",0.26,0.03,177,2026-01-01,,202601,202801,,FP,F3,,202801
D014,8000006,重庆渲格商贸有限公司,CN6494,ML 贵阳 亨特,6,"110,420.69",0,"27,083.33","1,875.00",0.3,0.04,204,2026-01-01,,202601,202801,,FP,F2,,202801
D031,8000010,成都莱恒商贸有限公司,CN6493,ML 重庆 开州新世纪,5,"96,000.00",0,"34,800.00","6,177.00",0.21,0.04,199,2025-12-20,,202512,202712,,FP,F3,,202712
D001,8000015,上海凌博商贸有限公司,CN6492,ML 扬州 宝应吾悦,5,"36,000.00",0,"45,000.00","5,460.00",0.24,0.03,336,2025-12-05,,202512,202712,,FP,F3,,202712
D029,8000019,北京嘉尚国际时装有限公司,CN6491,ML 北京 环球奥莱 FO,9,"14,393.33",0.13,"35,394.37",5500,0.32,0.04,260,2025-12-19,,202512,202712,,FO,O2,,202712
D021,8000023,山西凌皓国际贸易有限公司,CN6490,ML 太原 昌盛万达,7,"45,105.58",0,"14,722.22","5,083.33",0.11,0.02,156,2025-12-12,,202512,202712,,FP,F3,,202712
D027,8000003,常春藤(广州)投资有限公司,CN6489,ML 东莞 华润滨海奥莱 FO,9,"36,096.00",0.12,"37,000.00","4,782.24",0.24,0.04,319,2025-12-28,,202512,202712,,FO,O1,,202712
D027,8000003,常春藤(广州)投资有限公司,CN6488,ML 深圳 怀德万象汇,6,"41,800.00",0,"29,000.00","4,613.89",0.24,0.04,187,2025-11-27,,202511,202711,,FP,F3,,202711
D001,8000015,上海凌博商贸有限公司,CN6487,ML 宿迁 沭阳万达,5,"26,000.00",0,"39,000.00","3,760.00",0.25,0.03,223,2025-11-22,,202511,202711,,FP,F3,,202711
D021,8000023,山西凌皓国际贸易有限公司,CN6486,ML 临汾 生龙国际二店,10,"76,540.50",0.03,"40,000.00","4,400.00",0.28,0.04,198,2025-11-29,,202511,202711,,FP,F3,,202711
D048,8000181,长沙市珀御商贸有限公司,CN6485,ML 郴州 五岭新天地,6,"60,000.00",0,"37,500.00","4,000.00",0.24,0.04,220,2026-01-15,,202601,202801,,FP,F3,,202801
D048,8000181,长沙市珀御商贸有限公司,CN6484,ML 长沙 九龙仓IFS-B1F,9,"265,980.00",0,"40,000.00","4,200.00",0.24,0.04,188,2025-11-11,,202511,202711,,FP,F1,,202711
D054,8000232,孚瑞达（沈阳）贸易有限公司,CN6481,DX 沈阳 铁西万象汇,,  ,,,,,,142.4,2025-12-24,,202512,202712,,FP,DX2-1,,202712
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6479,DX 哈尔滨 枫叶小镇,,  ,,,,,,220,2025-12-31,,202512,202712,,FP,DX3-1,,202712
D012,8000007,杭州宇振商业有限公司,CN6477,ML 宿州 苏宁广场,7,"81,000.00",0,"31,734.00","5,772.86",0.1,0.02,216,2025-11-08,,202511,202711,,FP,F4,,202711
D058,8000237,丰晟（广州）品牌管理有限公司,CN6475,DX 广州 IGC,,  ,,,,,,124,2025-12-05,,202512,202712,,FP,DX1-2,,202712
D012,8000007,杭州宇振商业有限公司,CN6474,DX 杭州 西溪龙湖天街,,  ,,,,,,145,2025-12-21,,202512,202712,,FP,DX2-2,,202712
D019,8000005,厦门时韫商贸有限公司,CN6473,ML 厦门 海沧 SM,4,"16,035.71",0.09,"22,916.67","5,214.43",0.17,0.03,219,2025-10-24,,202510,202710,,FP,F3,,202710
D001,8000015,上海凌博商贸有限公司,CN6472,MK 徐州 苏宁,3,"25,000.00",,"6,500.00","6,500.00",0.2,0.03,80,2025-11-20,,202511,202711,,FP,F3,,202711
D063,8000270,南宁市菲诺电子科技有限公司,CN6471,MK 南宁 杉杉奥特莱斯 FO,3,  ,0.11,,"4,467.40",0.21,0.07,165,2025-12-20,,202512,202712,,FO,O3,,202712
D047,8000180,内蒙古旭雅商贸有限公司,CN6470,ML 包头 吾悦广场,5,"32,328.00",0,"8,000.00","4,900.00",0.26,0.04,152,2025-09-30,,202509,202709,,FP,F3,,202709
D014,8000006,重庆渲格商贸有限公司,CN6469,ML 重庆  南坪江岸天街,5,"50,000.00",0.13,"31,133.44","1,600.00",0.3,0.04,172,2025-09-30,,202509,202709,,FP,F2,,202709
D021,8000023,山西凌皓国际贸易有限公司,CN6467,ML 西宁 大象城购物中心,6,"58,333.33",0.14,"40,000.00","4,400.00",0.28,0.01,169,2025-10-18,,202510,202710,,FP,F3,,202710
D021,8000023,山西凌皓国际贸易有限公司,CN6466,ML 西宁 城北吾悦广场 FO,5,"32,027.50",0.06,"40,000.00","4,400.00",0.28,0.01,295,2025-10-01,,202510,202710,,FO,O2,,202710
D001,8000015,上海凌博商贸有限公司,CN6465,ML 铜陵 万达,5,"27,230.60",0,"46,147.50","6,093.85",0.26,0.03,220,2025-09-27,,202509,202709,,FP,F3,,202709
D001,8000015,上海凌博商贸有限公司,CN6464,ML 合肥 肥东吾悦,5,"20,564.61",0.15,"47,313.00","5,706.97",0.25,0.03,256.6,2025-09-25,,202509,202709,,FP,F3,,202709
D027,8000003,常春藤(广州)投资有限公司,CN6462,ML 深圳 南山益田假日,5,"28,800.00",0.13,"32,000.00","4,133.64",0.24,0.04,240,2025-09-27,,202509,202709,,FP,F2,,202709
D027,8000003,常春藤(广州)投资有限公司,CN6461,ML 东莞 松山湖万象汇,6,"56,000.00",0.145,"27,777.78","3,922.54",0.24,0.04,200,2025-09-15,,202509,202709,,FP,F2,,202709
D048,8000181,长沙市珀御商贸有限公司,CN6460,ML 长沙 杉杉奥莱 FO,8,"156,036.96",0.16,"40,000.00","4,000.00",0.24,0.04,303,2025-09-26,,202509,202709,,FO,O1,,202709
D001,8000015,上海凌博商贸有限公司,CN6459,ML 淮安 万象城,7,"12,638.80",0.14,"33,486.45","7,166.36",0.25,0.03,190,2025-09-17,,202509,202709,,FP,F2,,202709
D003,8000014,依梵(上海)品牌管理有限公司,CN6458,ML 无锡 悦尚奥莱 FO,8,"30,940.00",0.12,"25,952.50",5500,0.21,0.04,351,2025-09-14,,202509,202709,,FO,O2,,202709
D011,8000009,成都市宝康服饰商贸有限公司,CN6457,ML 宜宾 万象天地,5,"71,340.83",0.1,"39,150.00","5,900.00",0.27,0.03,216,2025-09-29,,202509,202709,,FP,F3,,202709
D011,8000009,成都市宝康服饰商贸有限公司,CN6456,ML 雅安 万达,4,"36,852.08",0,"28,650.00","5,900.00",0.27,0.03,191,2025-09-26,,202509,202709,,FP,F3,,202709
D012,8000007,杭州宇振商业有限公司,CN6454,ML 杭州 亚奥万象天地,4,"28,800.00",0.15,"22,916.67","2,983.39",0.27,0.04,170,2025-09-21,,202509,202709,,FP,F3,,202709
D016,8000026,武汉摩顶贸易有限公司,CN6453,ML 武汉 杉杉奥莱 FO,15,"158,383.12",0.14,"37,839.00","13,723.00",0.05,0.01,321,2025-09-17,,202509,202709,,FO,O1,,202709
D012,8000007,杭州宇振商业有限公司,CN6452,DX 杭州 杭州大厦,,  ,,,,,,213,2025-09-16,,202509,202709,,FP,DX2-1,,202709
D063,8000270,南宁市菲诺电子科技有限公司,CN6451,MK 柳州 五星商业大厦,3,  ,0.15,"12,950.00","4,523.00",0.22,0.07,90,2025-10-01,,202510,202710,,FP,F3,,202710
D020,8000011,江西朝明潮贸易有限公司,CN6450,ML 萍乡 润达,8,"180,469.17",0.303,"25,589.92",4000,0.2,0.03,251,2025-09-30,,202509,202709,,FP,F3,,202709
D020,8000011,江西朝明潮贸易有限公司,CN6449,ML 宜春 润达,7,"114,419.69",0.205,"28,555.94",4000,0.2,0.03,318.06,2025-09-13,,202509,202709,,FP,F3,,202709
D002,8000028,河南金安芯商贸有限公司,CN6448,ML 新乡 王府井奥莱平原小镇 FO,6,"35,360.52",0.08,"33,104.17","4,100.00",0.28,0.04,227,2025-08-29,,202508,202708,,FO,O2,,202708
D074,8000421,乌鲁木齐雏鹰浩涵商贸有限公司,CN6447,MK 乌鲁木齐 CCMALL,3,"46,000.00",,"20,000.00","7,000.00",0.26,0.05,99,2025-09-15,,202509,202709,,FP,F2,,202709
D054,8000232,孚瑞达（沈阳）贸易有限公司,CN6446,DX 沈阳 中兴商业大厦,5, -   ,0,0,0,0,0,152,2025-08-30,,202508,202708,,FP,DX2-1,,202708
D066,8000277,长春恩禾品牌管理有限公司,CN6445,DX 白城 欧亚,,  ,,,,,,182,2025-09-16,,202509,202709,,FP,DX2-1,,202709
D028,8000004,厦门百轮服饰有限公司,CN6444,ML 福州 世纪金源奥莱 FO,6,"28,800.00",0.12,"20,833.33",5000,0.21,0.03,250,2025-09-15,,202509,202709,,FO,O2,,202709
D011,8000009,成都市宝康服饰商贸有限公司,CN6443,ML 成都 环球中心,4,"107,400.00",0.13,"54,166.67","5,900.00",0.27,0.03,358,2025-09-01,,202509,202709,,FP,F3,,202709
D016,8000026,武汉摩顶贸易有限公司,CN6442,MK 武汉 杉杉奥莱FO FO,5,"11,532.00",0.13,"16,000.00","6,600.00",0.15,0.02,120,2025-09-30,,202509,202709,,FO,O2,,202709
D023,8000017,沈阳瑞元禾商贸有限公司,CN6441,MK 长春 砂之船奥莱 FO,3,"22,650.00",0.12,"13,975.00","4,800.00",0.23,0.03,115,2025-09-01,,202509,202709,,FO,O2,,202709
D023,8000017,沈阳瑞元禾商贸有限公司,CN6440,MK 长春 中东新天地,3,"25,543.00",0.15,,"4,600.00",0.24,0.03,77.5,2025-08-20,,202508,202708,,FP,F3,,202708
D021,8000023,山西凌皓国际贸易有限公司,CN6439,ML 太原 杉杉奥莱（二店） FO,13,"91,666.67",0.11,"32,375.00","4,200.00",0.28,0.03,222,2025-08-03,,202508,202708,,FO,O1,,202708
D023,8000017,沈阳瑞元禾商贸有限公司,CN6438,ML 长春 欧亚卖场(二店）,6,"10,497.00",0.21,"7,000.00",4800,0.25,0.04,118,2025-08-15,,202508,202708,,FP,F2,,202708
D019,8000005,厦门时韫商贸有限公司,CN6437,MK 厦门 SM二期,3,"40,000.00",0.17,"12,500.00","6,000.00",0.2,0.03,100,2025-08-02,,202508,202708,,FP,F2,,202708
D001,8000015,上海凌博商贸有限公司,CN6436,ML 南京 金陵天地,5,"13,501.74",0.14,"37,441.62","6,021.44",0.25,0.03,254,2025-07-11,,202507,202707,,FP,F3,,202707
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6434,DX 三亚 免税二期,,  ,,,,,,145,2025-08-01,,202508,202708,,FP,DX2-1,,202708
D012,8000007,杭州宇振商业有限公司,CN6433,DX 杭州 龙湖滨江,,  ,,,,,,158,2025-07-28,,202507,202707,,FP,DX2-1,,202707
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6435,DX 佳木斯 新玛特,,  ,,,,,,229,2025-08-01,,202508,202708,,FP,DX2-1,,202708
D047,8000180,内蒙古旭雅商贸有限公司,CN6432,ML 呼和浩特 万象城,10,"160,000.00",0.18,"29,000.00","4,900.00",0.26,0.04,197,2025-06-30,,202506,202706,,FP,F2,,202706
D003,8000014,依梵(上海)品牌管理有限公司,CN6431,ML 苏州 时尚舞台奥莱 FO,8,"44,400.00",0.12,"20,833.33",5500,0.21,0.04,323,2025-07-18,,202507,202707,,FO,O2,,202707
D001,8000015,上海凌博商贸有限公司,CN6430,ML 南京 德基,8,"134,903.75",0,"42,670.62","4,240.73",0.25,0.03,187,2025-06-15,2025-09-12,202506,202706,202509,FP,H,,202706
D027,8000003,常春藤(广州)投资有限公司,CN6429,ML 深圳 宝安大悦城,8,"60,722.00",0.115,"40,481.67","4,400.36",0.24,0.04,485,2025-07-12,,202507,202707,,FP,F3,,202707
D066,8000277,长春恩禾品牌管理有限公司,CN6428,DX 延边朝鲜族自治 延吉百货,,  ,,,,,,120,2025-07-04,,202507,202707,,FP,DX2-1,,202707
D011,8000009,成都市宝康服饰商贸有限公司,CN6427,MK 成都 成都杉杉奥莱 FO,5,"74,800.00",0.1,,"5,500.00",0.25,0.04,123,2025-07-15,,202507,202707,,FO,O1,,202707
D022,8000021,新疆莘三石商贸有限公司,CN6426,DX 乌鲁木齐 MM1,,  ,,,,,,198,2025-08-09,,202508,202708,,FP,DX1-1,,202708
D072,8000385,云南恒磐商贸有限公司,CN6425,ML 昆明 恒隆广场,7,"124,850.00",0.15,"29,314.92","4,424.33",0.24,0.03,232,2025-08-15,,202508,202708,,FP,F2,,202708
D029,8000019,北京嘉尚国际时装有限公司,CN6424,DX 北京 宜家荟聚,6,"220,000.00",0,"700,000.00","7,000.00",0.32,0.07,238,2025-06-28,,202506,202706,,FP,DX1-1,,202706
D002,8000028,河南金安芯商贸有限公司,CN6423,DX 郑州 郑东万象城,,  ,,,,,,233,2025-06-28,,202506,202706,,FP,DX2-1,,202706
D001,8000015,上海凌博商贸有限公司,CN6422,ML 常州 环球港2店,5,"14,578.42",0.12,"22,916.67","3,099.21",0.21,0.03,153,2025-06-20,,202506,202706,,FP,F3,,202706
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6420,MK 海口 CDF国际免税城,3,  ,0.16,"8,962.50","5,000.00",0.26,0.03,86.04,2025-07-11,,202507,202707,,FP,F3,,202707
D027,8000003,常春藤(广州)投资有限公司,CN6419,MK 广州 番禺天河城,4,"40,561.88",0.13,"16,667.00","7,990.00",0.22,0.07,135,2025-05-28,,202505,202705,,FP,F3,,202705
D012,8000007,杭州宇振商业有限公司,CN6418,ML 宁波 前湾盛世里 FO,3,"30,072.73",0.1,"22,223.77","3,533.59",0.23,0.04,181,2025-05-30,,202505,202705,,FO,O2,,202705
D025,8000018,华初壹通国际贸易有限公司,CN6416,MK 北京 北京八达岭奥莱 FO,3,"4,515.00",0.17,"6,060.00","6,500.00",0.23,0.04,64,2025-05-08,,202505,202705,,FO,O1,,202705
D055,8000233,武汉顶尚贸易有限公司,CN6414,DX 武汉 武商梦时代,,  ,,,,,,171,2025-05-01,,202505,202705,,FP,DX1-1,,202705
D073,8000413,山东德峻丰品牌管理有限公司,CN6413,MK 济南 首创奥莱 FO,3,"20,289.68",0.125,"10,416.67","5,000.00",0.15,0.04,66,2025-05-01,,202505,202705,,FO,O1,,202705
D020,8000011,江西朝明潮贸易有限公司,CN6410,DX 南昌 万象城,,  ,,,,,,150,2025-05-01,,202505,202705,,FP,DX1-1,,202705
D011,8000009,成都市宝康服饰商贸有限公司,CN6409,DX 重庆 北城天街,0, -   ,0,0,0,0,0,159,2025-04-18,2025-12-17,202504,202704,202512,FP,DX1-1,,202704
D027,8000003,常春藤(广州)投资有限公司,CN6408,ML 深圳 新城市广场,3,"20,892.30",0.09,"39,568.75","4,840.47",0.24,0.04,165,2025-04-18,,202504,202704,,FP,F3,,202704
D027,8000003,常春藤(广州)投资有限公司,CN6407,ML 佛山 顺德万象汇,7,"53,240.00",0.13,"32,266.67","3,199.83",0.24,0.04,187,2025-04-15,,202504,202704,,FP,F2,,202704
D002,8000028,河南金安芯商贸有限公司,CN6406,ML 郑州  中牟杉杉奥莱二期 FO,8,"156,036.96",0.15,"25,812.50","4,100.00",0.28,0.04,149,2025-04-02,,202504,202704,,FO,O1,,202704
D012,8000007,杭州宇振商业有限公司,CN6403,MK 合肥 砂之船奥莱 FO,4,"10,461.60",0.13,,"7,700.00",0.16,0.03,173,2025-03-01,,202503,202703,,FO,O2,,202703
D073,8000413,山东德峻丰品牌管理有限公司,CN6400,ML 青岛 嘉年华海信广场 FO,10,"96,052.16",0.12,"40,000.00","4,000.00",0.26,0.04,339,2025-01-26,,202501,202701,,FO,O1,,202701
D072,8000385,云南恒磐商贸有限公司,CN6399,ML 丽江 国际购物广场,6,"55,500.00",0,"22,916.67","3,013.82",0.3,0.03,160,2025-01-15,,202501,202701,,FP,F3,,202701
D001,8000015,上海凌博商贸有限公司,CN6398,ML 常州 迪诺水镇 FO,6,"53,769.71",0,"25,472.42","5,176.64",0.24,0.03,246,2025-01-17,,202501,202701,,FO,O2,,202701
D025,8000018,华初壹通国际贸易有限公司,CN6397,ML 石家庄 北国商城,5,"109,316.00",0.23,"40,000.00","4,000.00",0.28,0.04,156,2024-12-31,,202412,202612,,FP,F2,,202612
D008,8000027,沈阳固孚固贸易有限公司,CN6395,MK 沈阳 盛京大奥莱 FO,4,"34,580.00",0.13,,"5,800.00",0.25,0.03,75,2024-12-24,,202412,202612,,FO,O2,,202612
D027,8000003,常春藤(广州)投资有限公司,CN6393,ML 广州 广州塔,5,"24,415.00",0.1,"29,600.00","3,692.20",0.24,0.04,209,2024-12-26,,202412,202612,,FP,F3,,202612
D001,8000015,上海凌博商贸有限公司,CN6392,MM 南通 枫叶小镇 FO,7,"21,167.12",0.1,"48,949.45","4,508.17",0.25,0.03,341,2024-12-05,,202412,202612,,FO,O2,,202612
D012,8000007,杭州宇振商业有限公司,CN6391,ML 合肥 杉杉奥莱 FO,13,"85,977.29",0.17,"51,483.00","6,991.00",0.12,0.02,306,2024-12-20,,202412,202612,,FO,O1,,202612
D048,8000181,长沙市珀御商贸有限公司,CN6390,ML 长沙 万象城,8,"98,700.00",0.11,"40,000.00","4,200.00",0.24,0.04,259,2024-12-20,,202412,202612,,FP,F1,,202612
D028,8000004,厦门百轮服饰有限公司,CN6389,ML 福州 中骏世界城,5,"78,600.00",0,"39,300.00",5000,0.21,0.03,229,2024-12-20,,202412,202612,,FP,F3,,202612
D002,8000028,河南金安芯商贸有限公司,CN6388,ML 南阳 宛城万达,5,"24,952.00",0,"40,000.00","4,100.00",0.28,0.04,173,2024-11-29,,202411,202611,,FP,F3,,202611
D031,8000010,成都莱恒商贸有限公司,CN6386,ML 重庆 永川万达,5,"65,800.00",0,"32,250.00","6,782.72",0.18,0.04,193,2024-11-27,,202411,202611,,FP,F3,,202611
D066,8000277,长春恩禾品牌管理有限公司,CN6385,DX 长春 欧亚卖场,5, -   ,0,0,0,0,0,97,2024-11-22,,202411,202611,,FP,DX1-1,,202611
D066,8000277,长春恩禾品牌管理有限公司,CN6384,DX 长春 欧亚商都,5, -   ,0,0,0,0,0,125,2024-12-19,,202412,202612,,FP,DX1-1,,202612
D065,8000276,山西颖璇贸易有限公司,CN6383,DX 太原 万象城,,  ,0,,,,,161,2025-01-24,,202501,202701,,FP,DX1-1,,202701
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6382,DX 哈尔滨 西城红场,6, -   ,0,0,0,0,0,242,2024-12-14,,202412,202612,,FP,DX1-1,,202612
D003,8000014,依梵(上海)品牌管理有限公司,CN6381,ML 苏州  新区永旺,6,"32,800.00",0.12,"36,445.00",5500,0.2,0.04,161,2024-10-31,,202410,202610,,FP,F3,,202610
D027,8000003,常春藤(广州)投资有限公司,CN6377,ML 广州 万菱汇国际中心,6,"122,378.00",0.15,"29,600.00","3,447.06",0.24,0.04,174,2024-09-30,,202409,202609,,FP,F2,,202609
D008,8000027,沈阳固孚固贸易有限公司,CN6376,ML 沈阳 盛京奥莱二店 FO,7,"60,000.00",0.11,"16,000.00","4,400.00",0.26,0.04,169,2024-10-01,,202410,202610,,FO,O3,,202610
D011,8000009,成都市宝康服饰商贸有限公司,CN6375,ML 成都 七一广场,4,"71,880.00",0.1,"35,250.00","5,900.00",0.27,0.03,192,2024-10-01,,202410,202610,,FP,F3,,202610
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6374,MK 三亚 大悦城,5,  ,0.13,"15,520.83","4,900.00",0.26,0.03,125,2024-10-01,,202410,202610,,FP,F2,,202610
D020,8000011,江西朝明潮贸易有限公司,CN6373,ML 九江 招商花园城,7,"29,540.00",0.139,"29,046.57",4000,0.2,0.03,176,2024-10-01,,202410,202610,,FP,F3,,202610
D003,8000014,依梵(上海)品牌管理有限公司,CN6372,ML 苏州 相城龙湖天街,7,"58,588.00",0.12,"44,991.50",5500,0.18,0.04,225,2024-09-26,,202409,202609,,FP,F2,,202609
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6371,ML 海口 龙湖天街,9,"50,553.68",0.12,"34,443.00","3,977.80",0.26,0.04,269,2024-10-01,,202410,202610,,FP,F3,,202610
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6370,ML 三亚 大悦城,6,"38,317.44",0.13,"22,916.67","5,444.21",0.26,0.04,164,2024-10-01,,202410,202610,,FP,F3,,202610
D008,8000027,沈阳固孚固贸易有限公司,CN6368,ML 大连 杉杉奥莱 FO,10,"70,000.00",0.17,"28,000.00","4,400.00",0.26,0.04,277,2024-09-21,,202409,202609,,FO,O1,,202609
D027,8000003,常春藤(广州)投资有限公司,CN6367,ML 深圳 坂田万科广场,5,"22,366.80",0.12,"38,750.00","3,922.66",0.24,0.03,145,2024-09-26,,202409,202609,,FP,F3,,202609
D019,8000005,厦门时韫商贸有限公司,CN6366,ML 厦门 同安爱琴海,3,"13,455.09",0.08,"35,493.00","4,243.12",0.29,0.03,167,2024-09-28,,202409,202609,,FP,F3,,202609
D027,8000003,常春藤(广州)投资有限公司,CN6365,ML 中山 富逸城,5,"17,128.00",0.13,"31,333.33","3,080.07",0.24,0.04,158,2024-09-09,,202409,202609,,FP,F2,,202609
D048,8000181,长沙市珀御商贸有限公司,CN6364,ML 长沙 永旺,6,"115,983.00",0,"33,333.33","4,000.00",0.24,0.04,315,2024-09-12,,202409,202609,,FP,F3,,202609
D001,8000015,上海凌博商贸有限公司,CN6363,ML 南京 万汇城,5,"11,786.65",0.14,"51,250.16","5,435.53",0.17,0.03,241,2024-09-20,,202409,202609,,FP,F3,,202609
D012,8000007,杭州宇振商业有限公司,CN6362,MK 合肥 万象城,,  ,0,,,,,80,2024-09-01,,202409,202609,,FP,F1,,202609
D012,8000007,杭州宇振商业有限公司,CN6361,MK 马鞍山 金鹰,5,"10,395.00",0.15,,"7,400.00",0.16,0.03,154,2024-09-01,,202409,202609,,FP,F3,,202609
D012,8000007,杭州宇振商业有限公司,CN6360,MK 芜湖 八佰伴,4,"8,000.00",0.16,,"7,800.00",0.15,0.03,80,2024-09-01,,202409,202609,,FP,F3,,202609
D023,8000017,沈阳瑞元禾商贸有限公司,CN6359,ML 长春 欧亚卖场奥莱 FO,6,"70,801.00",0.13,"11,000.00",4800,0.25,0.04,152,2024-09-30,,202409,202609,,FO,O3,,202609
D025,8000018,华初壹通国际贸易有限公司,CN6358,MK 北京 燕莎奥莱 FO,3,"5,533.50",0.17,"5,312.50","6,500.00",0.23,0.05,45,2025-07-01,,202507,202707,,FO,O2,,202707
D025,8000018,华初壹通国际贸易有限公司,CN6357,MK 廊坊 明珠大厦,3,  ,0.27,"11,145.83","4,500.00",0.25,0.05,87.4,2024-09-13,,202409,202609,,FP,F3,,202609
D025,8000018,华初壹通国际贸易有限公司,CN6356,MK 北京 花乡奥莱 FO,5,  ,0.22,"15,000.00",5500,0.26,0.05,125,2024-09-13,,202409,202609,,FO,O1,,202609
D002,8000028,河南金安芯商贸有限公司,CN6355,MK 郑州 杉杉二七 FO,4,  ,0.13,,"5,000.00",0.25,0.04,127,2024-09-15,,202409,202609,,FO,O1,,202609
D011,8000009,成都市宝康服饰商贸有限公司,CN6354,ML 成都 杉杉奥莱 FO,6,"85,266.69",0.17,"40,800.00","6,900.00",0.23,0.03,254,2024-09-01,,202409,202609,,FO,O1,,202609
D002,8000028,河南金安芯商贸有限公司,CN6353,ML 郑州 二七杉杉奥莱 FO,10,"213,045.83",0.19,"40,000.00","4,100.00",0.28,0.04,377,2024-09-15,,202409,202609,,FO,O1,,202609
D073,8000413,山东德峻丰品牌管理有限公司,CN6352,ML 青岛 万象城4F,8,"147,550.00",0.2,"40,000.00","4,000.00",0.26,0.04,163,2024-08-31,,202408,202608,,FP,F1,,202608
D012,8000007,杭州宇振商业有限公司,CN6351,ML 杭州 砂之船 FO,7,"138,841.08",0.2,"20,833.33","3,311.26",0.24,0.04,126,2024-08-24,,202408,202608,,FO,O2,,202608
D004,8000030,哈尔滨麟嘉商贸有限公司,CN6350,ML 鸡西 万达,6,"76,249.71",0,"17,000.00","4,500.00",0.26,0.04,188,2024-09-11,,202409,202609,,FP,F3,,202609
D025,8000018,华初壹通国际贸易有限公司,CN6349,MK 北京 首创奥莱 FO,4,  ,0.27,"14,375.00",5500,0.26,0.05,128,2024-08-03,,202408,202608,,FO,O1,,202608
D027,8000003,常春藤(广州)投资有限公司,CN6348,ML 深圳 杉杉奥莱 FO,8,"115,767.81",0.14,"20,833.33","3,726.11",0.24,0.04,358,2024-08-01,,202408,202608,,FO,O1,,202608
D008,8000027,沈阳固孚固贸易有限公司,CN6347,ML 沈阳 沈北吾悦广场,7,"49,161.62",0,"39,000.00","4,400.00",0.26,0.04,226,2024-08-10,,202408,202608,,FP,F3,,202608
D063,8000270,南宁市菲诺电子科技有限公司,CN6346,ML 南宁  杉杉奥莱 FO,8,"99,708.09",0.11,"20,833.33","8,476.98",0.11,0.04,317,2024-08-01,,202408,202608,,FO,O1,,202608
D048,8000181,长沙市珀御商贸有限公司,CN6345,ML 衡阳 杉杉奥莱 FO,6,"93,402.13",0.165,"40,000.00","4,000.00",0.24,0.04,333,2024-08-01,,202408,202608,,FO,O2,,202608
D020,8000011,江西朝明潮贸易有限公司,CN6344,ML 赣州 杉杉奥莱 FO,7,"105,424",0.18,"36,106.51",4000,0.2,0.03,368,2024-08-01,,202408,202608,,FO,O2,,202608
D014,8000006,重庆渲格商贸有限公司,CN6343,ML 贵阳 杉杉奥莱 FO,3,"34,608.16",0.165,"20,833.33","1,875.00",0.3,0.04,276,2024-08-01,,202408,202608,,FO,O2,,202608
D022,8000021,新疆莘三石商贸有限公司,CN6342,ML 乌鲁木齐 杉杉奥莱 FO,8,"150,000.00",0.165,"7,000.00","4,400.00",0.26,0.04,241,2024-08-01,,202408,202608,,FO,O1,,202608
D005,8000029,西安纳霁动力商贸有限公司,CN6341,ML 兰州 杉杉奥莱 FO,6,,0.15,"21,000.00",4000,0.25,0.04,362,2024-08-01,,202408,202608,,FO,O2,2025-04-15,202704
D021,8000023,山西凌皓国际贸易有限公司,CN6340,ML 太原 杉杉奥莱 FO,15,"146,666.67",0.11,"40,000.00","4,200.00",0.28,0.03,286,2024-08-01,,202408,202608,,FO,O1,2025-07-18,202707
D011,8000009,成都市宝康服饰商贸有限公司,CN6339,ML 成都 和悦广场,4,"20,074.50",0.11,"35,935.83","5,900.00",0.27,0.03,172,2024-08-09,,202408,202608,,FP,F3,,202608
