전년할인율,brand,ON/OFF,fr_or_cls,REGION,SUB REGION,account_nm_cn,account_id,POS CHANNEL,New code,Original code,Store Name,PROVINCE,CITY,trade_zone,KEY STORE,UPGRADE ACTION,UPGRADE FLAG, UPGRADE DATE ,REOPEN DATE,Open Date,Open YM,Close Date,Close YM, Original Space CAD , Original Space Sell ,Original Floor,Original Shop Location Level,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
4.3587%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6456,CN6456,ML 雅安 万达,四川省,雅安市,F3,#REF!,,Y25 NEW,,,2025-10-01,202510,,999999,191,191,1F,,750000,700000,600000,204000,204000,204000,204000,204000,204000,341176.536,587361.186,550800
2.3036%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6090,CN6090,ML 宜宾 万象汇,四川省,宜宾市,F3,#REF!,,Existing,,,2023-09-01,202309,,999999,212,182,1F,,568381.891,465039.729,368437.18,369305.47,379882.54,317230.73,318991,625735.3,223006.33,299675.41,297784.33,509850
3.6897%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6457,CN6457,ML 宜宾 万象天地,四川省,宜宾市,F3,#REF!,,Y25 NEW,,,2025-10-01,202510,,999999,216,216,1F,,650000,800000,400000,275400,275400,229500,183600,183600,321300,717663.942,596759.67,596700
6.0976%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6006,CN6006,ML 自贡 爱琴海,四川省,自贡市,F3,#REF!,,Existing,,,2023-05-27,202305,,999999,218,164,1F,,901327.4765,737449.7535,422538.96,558669.94,561610.59,399600.86,408156.04,421995.12,334343.15,687585.77,604443.14,700400
6.5405%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5731,CN5731,MM 成都 高新伊藤洋华堂,四川省,成都市,F3,#REF!,,Y25 CLOSE,,,2022-11-01,202211,2025-09-06,202509,302,190,1F,,0,0,0,0,0,0,0,0,0,0,0,0
4.1913%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5100,CN5100,ML 成都 IFS-5F,四川省,成都市,H,#REF!,,Y24 UPGRADE,2024-11-15,2024-11-15,2021-02-06,202102,,999999,180,165,5F,A,1500035.84,1227302.051,1021522.07,967627.32,950282.12,1122907.03,1433310.92,1243314.03,1033302.18,1409682.72,1038289.44,1539850
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5101,CN5101,ML 成都 IFS-B1F,四川省,成都市,H,#REF!,,CLOSED,,,2021-01-30,202101,2022-07-19,202207,134,119,B1,,0,0,0,0,0,0,0,0,0,0,0,0
4.2666%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN6013,CN6013,ML 成都 太古里,四川省,成都市,H,#REF!,,Y26 Upgrade,2026-04-01,2026-05-01,2023-04-29,202304,,999999,306,237,B1,A,1332233.513,1090009.238,1118397,1108663.5,1086379.35,1069538.4,952885.5,1283467.5,1109164.35,1438754.1,993886.95,1501500
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5059,CN5059,ML 成都 太古里_闭店,四川省,成都市,H,#REF!,,CLOSED,,,2020-12-05,202012,2023-06-19,202306,123,106,B1,,0,0,0,0,0,0,0,0,0,0,0,0
5.3131%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,CN5099,CN5099,ML 成都 银石,四川省,成都市,H,#REF!,,Y26 Upgrade,2026-10-06,2026-11-05,2021-01-30,202101,,999999,170,109,1F,A,894058.9625,731502.7875,632588.92,592420.98,596069.24,695402.44,795816.11,762587.28,586770.4,195773.7,845309.4,1137500
22.1319%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FO,CN5669,CN5669,ML 成都 佛罗伦萨奥莱二店 FO,四川省,成都市,O1,#REF!,,Existing,,,2022-06-18,202206,,999999,194,157,1F,,1322227.436,1368270.96,980230.6328,1038060.937,1056551.887,858249.3063,855892.0014,992389.4681,1057902.253,1268006.284,1169778.26,1327172.324
26.1931%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FO,CN6297,CN6297,ML 成都 佛罗伦萨奥莱一店 FO,四川省,成都市,O1,#REF!,,Existing,,,2024-04-19,202404,,999999,275,246,1F,,790181.4783,817697.7279,585799.4392,620359.6323,631410.0806,512901.7044,511492.9463,593065.728,632217.078,757778.1647,699075.7337,793136.6117
16.0247%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FO,CN6354,CN6354,ML 成都 杉杉奥莱 FO,四川省,成都市,O1,#REF!,,Existing,,,2024-09-01,202409,,999999,272,254,1F,,986540.6705,807169.6395,595861.5,712032.1,501536.1,406783,330000,300000,542033.7,956602.4,861663.4,799500
22.3899%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FO,CN5996,CN5996,ML 成都 时代奥莱 FO,四川省,成都市,O1,#REF!,,Y26 Upgrade,2026-09-01,2026-10-01,2023-04-29,202304,,999999,268,182,1F,,3500000,3224610.068,2928733.36,3097407.4,2948549.56,2353582.8,2323788.81,2738265.54,625000,4095150,3618675.1,4341250
27.9794%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FO,CN5282,CN5282,ML 成都 苏宁 FO,四川省,成都市,O2,#REF!,,Existing,,,2021-08-05,202108,,999999,205,177,1F,,311499.639,254863.341,236044,268211,262866,260813,288146,308963,248629,351256,332388,360000
31.3608%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FO,CN5786,CN5786,ML 成都 优客奥莱 FO,四川省,成都市,O2,#REF!,,Existing,,,2022-10-13,202210,,999999,455,332,1F,,542300.6325,443700.5175,393864,479548,464291,378776,391371,460418,443370,593657,602016,600000
18.8881%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FO,CN6289,CN6289,ML 成都 优客奥莱二店 FO,四川省,成都市,O3,#REF!,,Y25 CLOSE,,,2024-04-28,202404,2025-02-28,202502,265,220,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN5756,CN5756,ML 成都 春熙路阳光百货 POP,四川省,成都市,POP-UP,#REF!,,OTHERS,,,2022-08-31,202208,2022-11-30,202211,161,140,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN6044,CN6044,ML 成都 佛罗伦萨奥莱 POP,四川省,成都市,POP-UP,#REF!,,OTHERS,,,2023-06-01,202306,2024-02-26,202402,61,39,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN5831,CN5831,ML 成都 高新伊藤洋华堂 POP,四川省,成都市,POP-UP,#REF!,,OTHERS,,,2022-09-28,202209,2022-10-30,202210,100,97,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN5464,CN5464,ML 成都 万象城 POP,四川省,成都市,POP-UP,#REF!,,OTHERS,,,2021-11-30,202111,2022-07-04,202207,100,96,1F,,0,0,0,0,0,0,0,0,0,0,0,0
3.7492%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN5972,CN5972,ML 成都 万象城B馆2楼临时柜 POP,四川省,成都市,POP-UP,#REF!,,OTHERS,,,2023-04-15,202304,2025-07-15,202507,106,86,2F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN6040,CN6040,ML 成都 万象城D馆 POP,四川省,成都市,POP-UP,#REF!,,OTHERS,,,2023-05-19,202305,2024-04-18,202404,89,89,1F,,0,0,0,0,0,0,0,0,0,0,0,0
5.9379%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,OTHERS,CN6387,CN6387,ML 绵阳 茂业 POP,四川省,绵阳市,POP-UP,#REF!,,OTHERS,,,2024-11-29,202411,2025-12-31,202512,283,242,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,Y26 New Open 37,TBD3,ML 成都 西宸,四川省,成都市,F3,#REF!,,Y26 NEW,,,2026-09-01,202609,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,1000
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,Y26 New Open 10,Y26 New Open 10,ML 乐山 伊藤百货,四川省,乐山市,F3,#REF!,,Y26 NEW,,,2026-05-01,202605,,999999,,,,,0,0,0,0,204000,204000,204000,204000,204000,204000,204000,204000
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,TBD1,TBD1,ML 成都 金楠,四川省,成都市,F3,#REF!,,Y26 NEW,,,2026-12-31,202612,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,1000
10.6519%,MLB,Offline,FR,CENTRAL,西南,成都市宝康服饰商贸有限公司,D011,FP,Y26 New Open 49,TBD2,ML 巴中 王府井,四川省,巴中市,F3,#REF!,,Y26 NEW,,,2026-05-01,202605,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,1000
5.4882%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5525,CN5525,ML 昆明 西山万达,云南省,昆明市,F2,#REF!,,Y25 UPGRADE,2025-11-01,2025-12-01,2022-01-17,202201,,999999,158,102,1F,A,1096810.715,897390.585,714405.9,741517.4,845373.1,658509.8,644939.29,695506.42,541304.44,586900.35,374998.62,535000
2.5430%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6399,CN6399,ML 丽江 国际购物广场,云南省,丽江市,F3,#REF!,,Y25 NEW,,,2025-01-15,202501,,999999,185,160,1F,,613236.25,501738.75,447985,593741,745636,505328,743783.6,873331.85,485985.93,538534.47,514560.19,597400
10.6519%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,OTHERS,CN6082,CN6082,ML 昆明 恒隆 POP,云南省,昆明市,POP-UP,#REF!,,OTHERS,,,2023-07-11,202307,2024-06-30,202406,77,68,3F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,OTHERS,CN4091,CN4091,云南欧隆 内购仓,云南省,昆明市,DC,#REF!,,OTHERS,,,2021-12-01,202112,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
4.1637%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5055,CN5055,ML 昆明 顺城,云南省,昆明市,F1,#REF!,,Y24 UPGRADE,2024-09-25,2024-09-25,2020-12-19,202012,,999999,157,140,B1,A,1926567.143,1576282.208,846377.7,949044.6,1027441.8,776981.1,1136521.05,1247051.4,889734.3,1160471.55,1283866.5,1501500
4.1718%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5524,CN5524,ML 大理白族自治 泰业城,云南省,大理白族自治州,F2,#REF!,,Y26 Upgrade,2026-09-01,2026-10-01,2021-12-25,202112,,999999,146,130,1F,A,885881.37,724812.03,568410.65,628541.02,650130.85,533187.74,700079.67,820859.53,200000,949462.8,925414.1,1124500
6.3112%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5028,CN5028,ML 昆明 百盛,云南省,昆明市,F2,#REF!,,Y25 UPGRADE,2025-04-07,2025-04-27,2020-10-24,202010,,999999,128,108,5F,A,939738.03,768876.57,449874.7,493880.2,538371,481763,548971,599297,345930,574966,511094.85,514500
4.9048%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5905,CN5905,ML 昆明 公园 1903,云南省,昆明市,F2,#REF!,,Y26 Upgrade,2026-09-01,2026-10-01,2022-12-15,202212,,999999,235,193,1F,A,1060277.262,867499.578,501663.56,534766.73,528265.37,460133.96,693108.63,748262.04,250000,889946.2,794869.4,1072500
3.6457%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6425,CN6425,ML 昆明 恒隆广场,云南省,昆明市,F2,#REF!,,Y25 NEW,,,2025-08-15,202508,,999999,232,232,3F,A,534807.2437,553430.6738,396478.2673,419869.1492,427348.2663,347139.9347,346186.4651,302674,589453,851433,716622,850000
4.0793%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5093,CN5093,ML 昆明 七彩云南第一城,云南省,昆明市,F2,#REF!,,Y24 UPGRADE,2024-11-22,2024-11-22,2021-01-30,202101,,999999,236,205,2F,A,1417637.183,1159884.968,753219.6,1142316,1334808.3,584696.7,775615.05,967990.8,806582.7,1093216.95,975164.4,1307250
3.9762%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5094,CN5094,ML 昆明 世纪金源,云南省,昆明市,F2,#REF!,,Y25 UPGRADE,2025-05-31,2025-07-01,2021-01-23,202101,,999999,260,201,2F,A,1038098.93,849353.67,606562,708678.3,637402.7,368535.2,759874,789713,662843,812626,780327,845000
3.9624%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5207,CN5207,ML 昆明 同德,云南省,昆明市,F2,#REF!,,Y24 UPGRADE,2024-10-01,2024-10-01,2021-06-16,202106,,999999,140,121,2F,A,1449923.475,1186301.025,860754.3,864361.05,843597.3,785288.7,868610.4,997853.85,688286.55,942508.35,1009173.9,1233750
7.1840%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6236,CN6236,ML 昆明 万象城,云南省,昆明市,F2,#REF!,,Y25 UPGRADE,2025-11-04,2025-12-05,2023-12-24,202312,,999999,217,167,B1,A,543940.54,445042.26,296128.3,364985.4,374322,287843.4,331979.3,391221.81,298060.37,394303.57,348192.53,545900
2.6968%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6237,CN6237,ML 楚雄彝族自治 昆百大楚悦广场,云南省,楚雄彝族自治州,F3,#REF!,,Existing,,,2024-01-01,202401,,999999,211,162,1F,,388207.05,317623.95,264020.4,219097.2,262680.6,186673.2,265914.6,270350.85,190037.4,214747.05,275510.55,336000
10.6519%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5526,CN5526,ML 大理白族自治 建设路街铺,云南省,大理白族自治州,F3,#REF!,,CLOSED,,,2022-01-15,202201,2022-07-11,202207,172,154,1F,,0,0,0,0,0,0,0,0,0,0,0,0
3.3038%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5737,CN5737,ML 大理白族自治州 爱琴海,云南省,大理白族自治州,F3,#REF!,,Existing,,,2022-09-10,202209,,999999,223,176,1F,,291054.225,238135.275,175380.45,185212.65,210792.75,176202.6,248965.5,342053.25,184136.4,181608,171085.95,262500
10.6519%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5278,CN5278,ML 昆明 百大新天地,云南省,昆明市,F3,#REF!,,CLOSED,,,2021-08-25,202108,2023-08-31,202308,128,115,1F,,0,0,0,0,0,0,0,0,0,0,0,0
4.1267%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6197,CN6197,ML 昆明 海乐世界,云南省,昆明市,F3,#REF!,,Y26 Upgrade,2026-06-01,2026-07-01,2023-11-16,202311,,999999,208,173,1F,,571335.6,467456.4,493493,519278,506203,117934.5,652939.3,695489.6,552316.7,646152,666352.7,832000
10.0797%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5295,CN5295,ML 昆明 金鹰,云南省,昆明市,F3,#REF!,,Y25 CLOSE,,,2021-07-30,202107,2025-04-30,202504,158,140,2F,,0,0,0,0,0,0,0,0,0,0,0,0
7.3680%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6331,CN6331,ML 昆明 五华吾悦广场店,云南省,昆明市,F3,#REF!,,Existing,,,2024-07-05,202407,,999999,194,173,1F,,335682.8475,274649.6025,222295.5,198103.5,213383.1,181665.75,212857.05,227308.2,165858,185615.85,226015.65,288750
3.6000%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5733,CN5733,ML 普洱 创基,云南省,普洱市,F3,#REF!,,Existing,,,2022-07-17,202207,,999999,155,128,1F,,457926.315,374666.985,361182.15,266694.75,305029.2,248314.5,363766.2,336113.4,241766.7,266268.45,346830.75,420000
13.7438%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5399,CN5399,ML 曲靖 摩尔购物中心,云南省,曲靖市,F3,#REF!,,Existing,,,2021-09-30,202109,,999999,194,151,1F,,666895.2675,545641.5825,317213.4,372131.55,350575.05,320164.95,340476.15,401247,274751.4,358474.2,399169.05,514500
7.7674%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6235,CN6235,ML 曲靖 麒麟万达,云南省,曲靖市,F3,#REF!,,Existing,,,2023-12-15,202312,,999999,245,193,1F,,658344.8025,538645.7475,372783.6,379566.6,400787.1,351120,356461.35,458031,330202.95,457255.05,437453.1,561750
10.6519%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5707,CN5707,ML 文山壮族苗族自治 光大购物中心,云南省,文山壮族苗族自治州,F3,#REF!,,CLOSED,,,2022-06-21,202206,2024-03-31,202403,152,137,1F,,0,0,0,0,0,0,0,0,0,0,0,0
1.7602%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6301,CN6301,ML 西双版纳傣族自治 金版纳尚城,云南省,西双版纳傣族自治州,F3,#REF!,,Existing,,,2024-06-01,202406,,999999,240,198,1F,,1223787.18,1001280.42,669572.4,657011.25,385755.3,293895,389311.65,428109.15,265109.25,433243.65,545007.75,535500
6.3324%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5795,CN5795,ML 玉溪 万达,云南省,玉溪市,F3,#REF!,,Y26 Upgrade,2026-12-01,2026-12-31,2022-09-29,202209,,999999,189,167,1F,,550000,552899.1825,381978.45,348213.6,401630.25,316149.75,345562.35,463473.15,333107.25,452957.4,588631.05,420000
37.1658%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FO,CN5732,CN5732,ML 昆明 砂之船奥莱 FO,云南省,昆明市,O2,#REF!,,Existing,,,2022-07-30,202207,,999999,223,183,LG,,750000,632039.364,323097.99,276485.48,431703.29,294012.01,330537.65,434928.22,375699.8,375537.19,200000,660000
34.5760%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FO,CN6337,CN6337,ML 昆明 王府井奥莱 FO,云南省,昆明市,O2,#REF!,,Existing,,,2024-08-04,202408,,999999,257,204,1F,,977435.008,799719.552,444298,512294,651745,479863,544024,595990,342400,662054,538853,780000
35.3068%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FO,CN5398,CN5398,MM 昆明 首创奥莱 FO,云南省,昆明市,O2,#REF!,,Existing,,,2021-09-16,202109,,999999,356,270,1F,,928210.426,759444.894,380919,328909,415337,300000,414486.6,551470.7,311019.5,473553.3,415314.9,676500
10.6519%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FO,CN5544,CN5544,ML 昆明 宜家荟聚 FO,云南省,昆明市,O3,#REF!,,CLOSED,,,2022-01-20,202201,2022-11-30,202211,311,220,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,Y26 New Open 09,Y26 New Open 09,ML 红河哈尼族彝族自治州 蒙自南湖荟,云南省,红河哈尼族彝族自治州,F3,#REF!,,Y26 NEW,,,2026-08-01,202608,,999999,,,,,0,0,0,0,0,0,0,150000,150000,150000,150000,150000
10.6519%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,OTHERS,CN5922,CN5922,ML 贵阳 万象汇 POP,贵州省,贵阳市,POP-UP,#REF!,,OTHERS,,,2022-12-25,202212,2023-05-25,202305,80,73,B1,,0,0,0,0,0,0,0,0,0,0,0,0
58.0000%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,OTHERS,CN4038,CN4038,MLB 重庆渲格内购仓,重庆市,重庆市,DC,#REF!,,OTHERS,,,2025-03-04,202503,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
4.6748%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5976,CN5976,ML 重庆 万象城北区,重庆市,重庆市,F1,#REF!,,Y24 UPGRADE,2024-12-13,2024-12-13,2023-06-18,202306,,999999,229,186,3F,A,975901.0422,1015733.738,916405.42,842826.34,881384.39,642158.65,631773.16,620357.67,613137.37,838786.68,849535.76,1040300
0.8005%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5194,CN5194,ML 贵阳 金阳国贸,贵州省,贵阳市,F2,#REF!,,Y25 UPGRADE,2025-03-11,2025-04-15,2021-05-01,202105,,999999,180,158,2F,A,648348.8605,530467.2495,175195.79,285819.85,648196.51,566037.53,679679.49,675973.55,588371.02,645713.18,642543.87,746750
0.6921%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN6045,CN6045,ML 贵阳 万象汇,贵州省,贵阳市,F2,#REF!,,Y25 UPGRADE,2025-11-03,2025-12-01,2023-06-10,202306,,999999,205,167,B1,A,717142.6451,586753.0732,473977.5912,456909.7284,560886.7065,466161.297,486204.4269,530059.1774,514346.6473,647778.2076,455937.8452,753930.4541
4.4202%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN6469,CN6469,ML 重庆  南坪江岸天街,重庆市,重庆市,F2,#REF!,,Y25 NEW,,,2025-09-30,202509,,999999,200,172,1F,A,533645.2664,552228.2334,395616.8379,418956.8983,426419.7655,346385.7028,345434.3047,400524.0911,77451.4,1020318,1183019.5,1170000
5.5741%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5136,CN5136,ML 重庆 大融城,重庆市,重庆市,F2,#REF!,,Y24 UPGRADE,2024-09-06,2024-09-06,2021-05-01,202105,,999999,220,182,1F,A,1206393.999,1255634.571,1143931.39,856045.36,877475.54,742624.85,736750.76,691395.74,561860.88,868355.92,933108.93,1277200
10.6519%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5135,CN5135,ML 重庆 光环,重庆市,重庆市,F2,#REF!,,CLOSED,,,2021-04-23,202104,2024-05-15,202405,167,155,1F,,0,0,0,0,0,0,0,0,0,0,0,0
5.4154%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5133,CN5133,ML 重庆 来福士,重庆市,重庆市,F2,#REF!,,Y25 UPGRADE,2025-05-26,2025-06-21,2021-04-02,202104,,999999,186,166,3F,A,906173.235,741414.465,394378.6,427628.3,465154.8,490873.9,809542.27,808005.05,372560.72,686952.51,469896.44,656500
5.3054%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5134,CN5134,ML 重庆 时代天街C馆,重庆市,重庆市,F2,#REF!,,Y26 Upgrade,2026-06-01,2026-07-01,2021-04-10,202104,,999999,200,158,B1,A,1244865.391,1018526.229,751913.39,785797.3,783079.13,184741.8,920114,814095.1,713381.5,1081345.2,1133505.1,1527500
10.6519%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5563,CN5563,ML 重庆 万象城中区,重庆市,重庆市,F2,#REF!,,CLOSED,,,2022-03-26,202203,2024-02-29,202402,186,155,LG,,0,0,0,0,0,0,0,0,0,0,0,0
9.3878%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5303,CN5303,ML 重庆 万州万达,重庆市,重庆市,F2,#REF!,,Y24 UPGRADE,2024-11-30,2024-11-30,2021-08-08,202108,,999999,150,126,1F,A,1149303.849,1196214.211,774275.72,825008.37,1012381.85,558652.43,667283.44,686709.24,494157.95,817455.38,781680.39,1282350
0.5874%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN6329,CN6329,ML 贵阳 海豚湾,贵州省,贵阳市,F3,#REF!,,Existing,,,2024-06-09,202406,,999999,207,168,1F,,550403.469,450330.111,430116.67,411543.71,419043.14,395356.23,399275.38,448176.69,341802.41,509580.14,494843.93,638600
10.6519%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5032,CN5032,ML 贵阳 花果园,贵州省,贵阳市,F3,#REF!,,CLOSED,,,2020-10-31,202010,2024-06-30,202406,133,116,1F,,0,0,0,0,0,0,0,0,0,0,0,0
5.9561%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5589,CN5589,ML 重庆 U城天街,重庆市,重庆市,F3,#REF!,,Existing,,,2022-04-13,202204,,999999,200,164,LG,,261250.3845,271913.6655,261782.74,301901.24,275148.02,206751.9,242615.47,204101.71,166350.15,307628.04,358505.92,391400
5.9362%,MLB,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN6248,CN6248,ML 重庆 巴南万达广场,重庆市,重庆市,F3,#REF!,,Existing,,,2023-12-29,202312,,999999,281,214,B1,,638776.0785,664848.5715,438087.84,489792.81,488676.29,394721.75,483787.91,349702.51,321213.74,399007.58,509306.16,607700
